Training Time,Accuracy,Balanced Accuracy,F1-score,AUC-ROC,Precision,Recall,MCC,Log-Loss
0.95,0.8921806702282662,0.8166509434296597,0.6108676599474145,0.9319392456957195,0.5316552250190694,0.717816683831102,0.5582477373862303,3.7240073326254044
