Training Time,Accuracy,Balanced Accuracy,F1-score,AUC-ROC,Precision,Recall,MCC,Log-Loss
1.897,0.8875667799902865,0.823403973312788,0.6079593564775615,0.9324633220943492,0.516175413371675,0.7394438722966015,0.5567400703843204,3.883371183919114
